xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Faulty
0.30025,3607.4,4525.8,9.256,27.052,42.374,2702.2,75.152,120.41,0.34449,80.165,50.478,2630.5,25.588,50.658,3098.6,23.662,65.319,216.09,341.22,94.946,77.427,32.464,8.7992,26.349,7.0596,18.449,1.6644,32.706,13.766,23.974,1.091,18.691,2.2718,4.8287,2.2625,0.017168,0.83249,0.12122,53.094,44.176,61.664,53.909,29.121,61.588,22.222,40.884,39.508,48.057,44.043,40.637,19.184,1
0.25193,3655.3,4569.7,9.2364,26.78,42.176,2693.8,74.026,120.37,0.33101,80.217,49.89,2622.1,25.252,51.705,3091.4,22.869,65.177,212.7,339.63,94.77,77.209,31.846,8.8598,26.447,7.2607,18.608,1.6483,33.351,13.698,24.151,1.2692,18.6,2.2849,4.8826,2.3505,0.017131,0.84947,0.10926,53.58,43.528,62.784,53.706,24.789,61.457,21.754,39.968,37.775,50.479,43.261,40.214,21.103,1
0.22202,3663.7,4522.7,9.2966,26.788,42.803,2709.8,74.908,120.41,0.33264,79.878,49.687,2638.7,26.162,50.563,3107.7,22.254,65.482,227.2,341.81,94.569,77.104,31.971,8.7778,26.512,6.6903,18.303,1.6607,32.614,13.757,24.324,1.2768,18.244,2.2286,4.7922,2.2595,-9.6564e-4,0.8429,0.10139,53.96,44.16,63.993,54.027,22.533,62.076,22.216,39.218,37.178,47.838,46.891,41.007,22.592,1
0.24618,3608.9,4548,9.3705,27.056,42.358,2700.2,74.504,120.42,0.32298,80.316,48.329,2628.9,26.169,52.245,3098.1,22.653,66.147,241.4,339.74,94.637,77.387,32.283,9.0361,26.277,6.8359,19.197,1.6679,32.732,13.814,23.63,1.1161,18.73,2.2973,4.9125,2.2795,0.032463,0.83664,0.098147,53.055,44.063,63.261,53.52,24.17,59.941,22.024,38.674,33.183,51.73,50.607,42.011,21.68,1
0.3097,3657.6,4495.2,9.5606,27.117,42.671,2701.3,75.14,120.4,0.3454,80.189,50.993,2629.2,25.431,51.265,3101.8,22.725,66.28,245.9,339.34,94.45,76.922,32.173,8.7821,26.693,6.8982,18.594,1.7082,32.68,13.858,24.079,1.2951,18.489,2.2604,4.8988,2.38,0.01192,0.84928,0.10218000000000001,53.553,43.793,63.897,54.717,30.624,59.473,21.287,41.414,41.021,49.462,51.089,40.544,21.532,1
-2.5082e-4,3602.4,4308.6,9.4593,27.046,42.11,2979.1,73.697,120.42,0.22891,73.619,50.888,2899.9,27.26,49.831,3422.2,21.823,67.685,458.25,308.19,95.624,73.347,24.72,8.7513,34.65,6.8033,19.002,1.5137,22.069,13.572,37.336,1.2379,19.12,1.9952,3.7217,1.6135,0.023935,1.0239,0.096871,54.044,43.263,62.537,50.952,99.73,62.183,18.561,27.731,40.713,46.142,99.957,38.517,24.359,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.772,8.3348,35.241,6.9237,18.845,1.4678,21.289,13.507,37.367,1.2745,18.201,1.9926,3.5906,1.5705,-0.0011966,1.0187,0.099096,54.853,42.16,62.284,51.34,100,62.832,16.509,24.869,39.127,44.979,100.06,38.369,22.155,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.332,8.7983,35.022,6.9058,18.71,1.5282,21.478,13.533,38.453,1.4146,18.227,1.9876,3.4024,1.5126,0.025016,1.0546,0.08778,55.361,42.182,64.43,51.142,100,63.346,3.3801,19.422,39.127,44.979,100.06,37.211,22.284,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.601,8.5699,35.354,6.7669,18.936,1.5177,21.581,13.525,37.907,1.2448,18.099,1.9566,3.56,1.5985,0.033151,1.0268,0.11836,54.348,42.755,64.422,49.574,100,68.126,-0.021882,0,39.127,44.979,100.12,-0.013153,23.488,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.186,8.6851,35.334,6.9137,18.621,1.5128,21.294,13.447,38.49,1.3221,18.408,1.9449,3.5411,1.5267,0.051543,1.0391,0.11393,54.529,42.048,64.468,48.988,100,68.897,-0.021882,3.2489,39.127,44.979,100.12,-0.014871,23.683,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.401,8.6263,35.447,6.8383,18.733,1.515,22.182,13.509,38.1,1.1757,18.108,1.9829,3.5575,1.4896,0.016473,1.0304,0.10589,54.684,43.225,65.076,51.049,100,69.873,-0.021882,3.8263,39.127,44.979,100.14,-0.017047,23.929,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.268,8.7708,35.459,6.9108,19.078,1.4906,21.533,13.47,38.029,1.2138,18.487,1.9793,3.4892,1.5483,0.0098481,1.036,0.10295,55.038,42.732,64.525,51.022,100,70.233,-0.021882,0,39.127,44.979,100.14,-0.017848,24.019,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.739,8.8058,36.146,6.8283,18.936,1.5155,21.292,13.61,38.691,1.2135,18.328,1.9634,3.5034,1.5035,0.025288,1.0372,0.11491,54.402,42.419,67.31,48.528,100,74.962,-0.021882,1.9287,39.127,44.979,100.19,-0.028384,25.21,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.642,8.9419,35.335,6.8102,19.269,1.4966,21.545,13.41,38.399,1.0937,18.382,1.9576,3.4008,1.5224,0.029836,1.0452,0.10085,54.122,42.602,67.566,47.454,100,75.99,-0.021882,0,39.127,44.979,100.2,-0.030675,25.469,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.17,8.8057,35.452,6.8593,19.233,1.4702,21.645,13.422,38.207,1.2075,18.5,2.011,3.4634,1.5336,0.044975,1.0498,0.11378,55.383,42.125,68.67,46.552,100,77.069,-0.021882,5.5928,39.127,44.979,100.21,-0.03308,25.741,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.497,8.6008,35.988,6.9119,18.738,1.5036,21.76,13.437,37.826,1.3321,18.395,2.0202,3.5528,1.4733,0.041173,1.0527,0.10467,54.437,42.48,67.931,46.273,100,78.097,-0.021882,4.617,39.127,44.979,100.22,-0.03537,26,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.58,8.4663,35.024,6.8427,18.801,1.5114,21.428,13.537,37.837,1.2634,18.556,1.9666,3.5211,1.5645,0.028292,1.0491,0.11746,54.058,42.623,69.435,46.675,100,78.816,-0.021882,0.64871,39.127,44.979,100.23,-0.036974,26.182,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.669,8.7535,35.448,6.7975,19.085,1.4874,21.573,13.506,38.287,1.5344,18.67,1.9463,3.5244,1.5193,0.0064918,1.0211,0.11401,54.638,42.3,67.641,44.51,100,79.125,-0.021882,0.52116,39.127,44.979,100.23,-0.037661,26.259,1
0,3590,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444,22.87,67.422,461.25,308.6,95.864,73.161,24.262,8.6674,35.396,6.8738,18.942,1.4896,21.572,13.539,38.093,1.3066,18.376,1.958,3.5504,1.6587,0.014666,1.0471,0.10679,54.621,43.045,67.313,45.885,100,80.615,-0.021882,1.2965,39.127,44.979,100.24,-0.040982,26.635,1
0.28872,3719.5,4553.2,8.665,26.92,42.106,2706.7,77.752,120.4,0.27368,79.724,51.032,2632.5,23.43,48.071,3110.2,22.719,60.759,106.84,329.74,95.085,76.309,30.874,9.0144,27.907,7.0015,19.233,1.6265,31.111,13.693,26.184,1.2585,19.168,2.2103,4.6831,2.0999,0.018163,0.95333,0.11065,54.12,43.635,63.266,54.767,28.095,73.126,20.141,33.635,41.136,42.069,19.127,39.106,19.088,1
0.41619,3667.4,4298.8,9.1652,26.497,42.313,2639.1,73.148,120.44,0.37528,81.909,50.875,2565.2,24.936,52.333,3050.6,23.877,67.09,262.05,326.26,94.881,77.774,31.245,9.2765,24.545,7.0122,20.309,1.6857,31.142,14.297,21.809,1.4425,21.369,2.3347,5.1321,2.4583,0.018486,1.0179,0.11666,53.69,43.225,61.96,50.903,41.229,74.38,17.768,46.571,40.676,51.933,58.148,40.362,16.289,1
0.098297,3688.1,4580.6,9.3581,27.013,42.094,2749.3,75.601,120.41,0.31752,78.872,50.337,2680.6,24.329,49.991,3135.3,23.607,67.729,290.34,350.55,94.161,77.079,32.874,8.5552,26.892,6.8081,17.533,1.6179,33.863,13.437,25.157,1.3072,16.928,2.1997,4.6913,2.2515,0.017026,0.6659,0.080218,54.305,43.968,65.002,55.868,10.117,77.111,25.513,36.768,39.091,46.513,62.536,43.078,16.351,1
0.25957,3672.8,4560.3,8.9031,26.965,42.447,2706.7,76.882,120.42,0.31346,79.825,49.075,2634.3,24.544,50.878,3110.3,23.081,64.947,204.62,334.7,94.87,76.675,30.809,8.9162,27.381,6.9211,18.499,1.6435,31.793,13.858,25.414,1.464,18.625,2.2175,4.8269,2.2848,0.0024015,0.79871,0.084621,53.682,43.069,62.883,54.306,25.549,75.47,21.024,37.587,35.378,48.565,40.188,40.512,17.942,1
0.35466,3689.3,4436.2,8.9926,27.091,42.158,2679.8,75.844,120.44,0.32842,80.502,51.535,2605.2,26.937,49.587,3088.4,22.489,64.653,196.18,329.11,94.854,77.016,31.052,9.19,26.744,7.1694,19.985,1.6189,31.34,13.859,24.355,1.3658,20.022,2.2403,4.9396,2.2779,0.011903,0.91402,0.12275,54.074,44.021,63.504,53.172,34.871,74.883,19.379,40.155,42.616,45.578,39.81,40.662,19.482,1
0.31598,3690.6,4418.6,9.3455,26.956,42.197,2674.5,73.556,120.43,0.35024,80.981,49.719,2601.2,25.624,52.837,3079.4,22.664,66.225,238.47,334.34,94.574,77.464,31.786,9.0398,26.078,6.9754,19.192,1.6677,32.209,14.092,23.442,1.4282,19.656,2.3197,5.0632,2.4188,0.028933,0.92471,0.09474,53.417,43.491,63.196,53.759,31.6,74.086,20.141,42.559,37.273,53.1,50.485,41.055,18.963,1
0.34965,3611.8,4472.6,9.3361,26.578,42.642,2673.8,73.883,120.37,0.36255,80.941,51.071,2600.9,24.731,51.255,3078.8,23.832,66.366,241.33,334.71,94.737,77.239,32.139,9.2259,25.399,6.7418,19.326,1.6625,32.864,13.98,22.88,1.387,19.597,2.2584,4.9956,2.3307,0.028933,0.92471,0.09474,53.417,43.491,62.722,52.795,34.43,76.336,20,44.248,41.253,49.439,51.194,40.617,16.189,1
0.22455,3704.8,4559.3,9.3441,27.015,42.051,2713.2,75.888,120.41,0.31414,79.833,50.113,2641.8,24.599,49.321,3110.2,21.95,64.152,191.65,339.23,94.707,76.837,31.524,8.7711,27.008,6.9745,19.118,1.6534,33.099,13.654,24.228,1.4398,18.385,2.1959,4.686,2.2232,0.013056,0.81284,0.10548,53.496,43.136,64.364,54.343,22.171,74.286,22.197,37.107,38.433,44.961,37.113,41.236,20.522,1
0.34283,3729.4,4419,9.2139,27.013,42.528,2681.3,74.358,120.44,0.32656,80.451,48.451,2609.6,24.662,49.835,3084.8,22.955,65.887,238.06,337.42,94.412,77.268,31.848,8.9769,26.195,6.9283,19.523,1.6914,32.391,13.997,23.389,1.4172,18.755,2.3059,4.9627,2.3362,0.021291,0.89957,0.10246,53.989,43.481,63.791,52.542,33.595,77.379,20.845,39.784,33.54,46.152,49.299,41.424,18.229,1
0.28279,3632.2,4456.8,9.3916,26.849,42.302,2689.6,74.008,120.37,0.35761,80.348,50.308,2618.1,24.568,50.489,3087.2,23.222,66.686,256.67,341.51,94.574,77.578,32.261,9.1279,25.501,6.8068,19.117,1.6825,32.798,13.983,22.996,1.0804,19.25,2.2773,4.9278,2.3569,0.021691,0.86254,0.11152,53.864,44.147,62.329,53.512,28.053,77.807,21.68,42.088,39.006,47.667,54.54,40.134,17.47,1
0.29029,3701.9,4446.6,9.4237,26.329,42.25,2696.6,74.827,120.42,0.35856,80.601,48.886,2625.6,25.907,49.587,3092.9,23.658,66.956,260.38,342.9,94.56,77.821,32.505,8.8865,25.961,6.9702,18.6,1.6402,33.866,13.887,23.274,1.2249,18.715,2.2927,4.9322,2.3089,0.021691,0.86254,0.11152,53.864,44.147,63.106,53.118,28.301,77.307,22.172,42.905,34.821,45.578,56.432,41.727,16.374,1
0.25819,3683.9,4517.4,9.3306,26.676,42.168,2694.4,74.809,120.37,0.35206,80.156,49.174,2621.8,25.484,51.465,3093.6,22.525,65.024,207.13,339.16,94.741,76.938,32.065,8.8068,26.405,6.9316,18.712,1.6547,32.274,13.818,23.62,1.2658,18.502,2.2556,4.82,2.3092,0.017326,0.85754,0.11022,53.597,43.505,62.285,54.155,25.596,74.334,21.288,40.989,35.668,49.925,41.933,40.601,19.124,1
0.28964,3664.1,4519.2,9.2166,26.87,42.17,2704.6,75.417,120.43,0.31507,80.562,50.202,2633.4,24.059,49.49,3102.5,22.059,65.169,209.41,340.19,94.758,77.364,32.346,8.8497,26.394,6.8686,19.093,1.6584,32.841,13.779,23.841,1.1757,18.978,2.2632,4.8259,2.31,9.0098e-4,0.86404,0.10316,53.354,43.7,60.926,53.934,28.583,74.687,22.005,38.03,38.694,45.353,42.587,41.902,20.183,1
0.20671,3616.6,4529.5,9.343,26.824,42.402,2704.4,75.208,120.42,0.32488,80.103,50.709,2633.6,25.58,49.001,3101.4,22.787,65.284,220.76,341.82,94.813,77.618,31.939,8.9396,26.356,6.8363,18.915,1.6416,33.588,13.737,22.907,1.0937,18.684,2.2845,4.8,2.3316,0.0073588,0.85223,0.11159,53.254,43.186,62.613,53.699,20.954,78.029,22.428,38.296,40.186,44.223,45.139,41.16,18.49,1
0.20472,3654.3,4569.9,9.292,26.898,42.271,2705.7,74.883,120.38,0.33048,79.661,48.89,2634.3,26.017,50.166,3101.6,23.086,65.584,231.03,343.06,94.656,76.702,32.422,8.837,26.304,6.9058,18.504,1.6546,33.339,13.925,24.395,1.2816,18.524,2.2399,4.754,2.354,0.024589,0.82953,0.11963,53.964,44.636,63.394,54.959,20.05,76.056,22.594,39.321,34.832,46.919,47.311,41.337,17.833,1
0.21567,3665.4,4528,9.3158,26.787,42.812,2711.3,74.88,120.41,0.33393,79.821,49.688,2640.4,26.16,50.57,3108.5,22.273,65.586,230.77,342.57,94.543,77.118,32.041,8.7689,26.518,6.6862,18.239,1.6604,32.724,13.747,24.322,1.2699,18.156,2.2287,4.7895,2.2598,-0.0011641,0.83486,0.1008,53.94,44.183,64.022,54.09,21.909,77.531,22.417,39.285,37.182,47.853,47.731,41.072,19.732,1
0.24182,3639.3,4474.8,9.3203,27.111,42.635,2705.8,75.512,120.38,0.32351,79.873,51.046,2633.7,27.107,49.363,3102.9,23.491,65.725,229.66,341.12,94.881,76.865,31.9,9.0128,26.499,6.9848,18.697,1.6661,32.76,13.792,24.13,1.3131,18.631,2.2466,4.9914,2.3387,0.026983,0.82333,0.096474,53.981,43.886,62.959,53.618,24.001,75.871,22.232,38.97,41.178,45.059,47.397,40.188,16.893,1
0.26393,3653.9,4488.9,9.4224,27.017,42.098,2692.9,75.047,120.39,0.33391,80.08,48.571,2619.9,25.198,51.177,3093.7,23.452,66.072,238.56,338.64,94.751,77.183,31.531,8.7028,26.128,6.8033,18.58,1.7089,32.454,13.945,24.064,1.3848,18.743,2.264,4.9073,2.3024,0.0099563,0.85575,0.093845,53.464,44.373,62.773,53.707,25.782,76.46,21.2,39.798,33.895,49.258,49.707,40.655,16.998,1
0.50154,3701.2,4353.6,9.3936,26.95,42.965,2744.4,74.167,120.45,0.30585,80.12,49.767,2672.7,24.627,49.803,3154.7,22.593,67.602,279.23,335.67,94.267,77.361,30.957,8.8728,28.09,6.8095,18.892,1.6548,30.985,13.606,26.078,1.1898,19.152,2.2785,4.9152,2.2024,0.014533,0.79312,0.087401,54.165,43.671,63.503,52.599,49.74,62.477,20.705,36.884,37.413,46.077,60.544,42.821,18.811,1
0.44159,3709.1,4536.6,9.2701,27.041,42.676,2758.4,75.187,120.38,0.26879,78.911,48.408,2690.1,25.037,50.143,3149.4,21.911,66.737,269.1,347.06,94.161,77.492,32.932,8.5821,27.763,6.6707,17.923,1.635,32.866,13.207,25.652,1.1123,17.939,2.2631,4.7339,2.1817,0.036001,0.80434,0.089676,54.186,42.739,62.38,54.058,43.974,61.477,25.025,31.232,33.416,46.865,57.458,41.626,20.613,1
0.36599,3722.2,4556.1,8.9334,26.484,42.093,2736.7,75.81,120.4,0.26298,79.309,50.607,2667.5,24.211,52.064,3127.7,23.696,66.547,258.4,343.22,94.585,77.023,31.93,8.6184,27.616,6.9247,17.784,1.6308,32.539,13.332,26.253,1.1907,17.572,2.2411,4.6276,2.2281,0.012651,0.77607,0.10669,53.427,43.666,62.903,53.983,36.291,57.915,23.916,30.805,39.888,51.311,54.674,40.711,16.546,1
0.30889,3684.1,4509.9,8.9662,26.738,42.026,2629.6,74.837,120.42,0.25972,80.909,49.537,2558,23.392,50.641,3021,22.741,67.026,244.61,342.24,94.889,76.839,33.112,8.7062,24.235,7.0535,19.625,1.7583,34.122,13.895,21.515,1.4446,19.381,2.3856,4.9494,2.3244,0.015164,0.90348,0.10547,53.725,43.841,63.014,53.019,29.961,56.233,21.488,30.894,36.738,48.017,52.64,41.412,19.057,1
0.1256,3591.6,4267.6,9.5553,27.228,42.222,2619,73.056,120.39,0.30954,82.113,49.932,2546,23.459,49.741,3017.7,23.833,68.795,275.49,340.08,94.901,77.698,33.424,8.8898,23.752,6.9012,19.891,1.8059,35.031,13.828,18.815,1.4649,20.155,2.4998,5.3684,2.5591,0.012729,0.82222,0.11509,54.291,43.652,62.725,52.08,12.275,64.305,20.121,37.369,37.9,45.935,62.822,40.837,15.833,1
0.33865,3699.3,4734.3,9.3083,26.989,42.085,2850.8,77.435,120.4,0.27344,77.829,48.158,2781.3,25.654,46.756,3250.3,21.292,62.678,183.35,340.07,94.473,76.448,30.588,8.7711,29.935,6.6559,17.474,1.6723,30.795,13.513,29.582,0.92823,16.686,2.2462,4.3231,1.9808,0.027821,0.73116,0.10525,53.944,44.071,63.676,56.578,33.152,60.785,24.535,31.499,32.679,39.027,33.936,40.904,21.954,1
0.51562,3685.6,4628.1,8.7782,27.001,42.313,2820,79.704,120.41,0.22671,76.523,50.788,2749.5,25.892,48.649,3217.8,23.153,60.423,145.9,337.3,94.732,75.32,29.966,8.4377,30.302,6.9454,18.085,1.6125,29.458,13.44,30.7,1.2852,17.247,2.2227,4.1156,1.8805,0.022314,0.88777,0.1081,54.016,43.679,63.997,55.311,50.667,57.139,24.405,25.765,40.419,43.408,25.906,41.308,18.325,1
0.52372,3656.3,4614.4,8.7209,26.937,41.875,2805.3,78.82,120.41,0.22769,76.693,52.031,2733.3,25.412,48.971,3202.3,22.655,60.277,141.23,337.11,94.95,74.989,30.519,8.6388,29.71,6.6683,18.073,1.6382,29.56,13.231,29.841,1.0926,18.115,2.1983,4.1917,1.9597,0.022314,0.88777,0.1081,54.016,43.679,63.15,55.711,51.603,54.903,23.81,26.668,44.077,44.153,25.439,40.462,19.678,1
0.73202,3626.8,4376.3,8.329,27.008,41.962,2657.7,77.179,120.4,0.27071,80.329,49.935,2583.6,25.119,50.06,3064.3,22.154,65.267,236.96,326.3,95.182,76.152,31.016,9.0856,25.641,7.1789,20.603,1.7307,30.144,14.222,23.499,1.299,20.725,2.3765,4.664,2.1746,0.025066,1.1665,0.14224,53.573,43.652,63.285,52.144,71.989,54.853,19.115,33.506,37.909,46.674,49.83,38.822,21.323,1
0.3883,3645,4277.7,9.6041,27.035,42.529,2610.1,70.367,120.45,0.35123,83.049,51.15,2537.6,24.37,50.715,3013.1,23.195,73.101,381.68,336.33,94.478,78.503,33.408,9.2943,22.208,6.8978,20.391,1.879,35.095,14.403,17.591,1.3781,21.364,2.5536,5.3337,2.5699,0.031719,0.91186,0.1066,53.654,44.534,62.731,50.89,38.135,61.337,19.024,42.913,41.485,48.189,99.823,41.75,17.818,1
0.11185,3787.7,4704.1,8.88,26.776,41.978,2780.5,78.296,120.37,0.24646,77.951,48.834,2712.8,24.095,48.935,3162,21.995,67.657,298.24,350.45,94.416,75.834,32.195,8.523,28.687,6.8368,17.096,1.671,34.32,13.409,26.445,1.1542,16.022,2.3412,4.3232,2.006,0.0080216,0.64751,0.1011,52.173,43.503,65.085,56.353,11.012,60.044,26.7,28.076,34.668,44.07,64.274,41.314,20.54,1
0.22132,3692.4,4717.8,8.9249,27.048,42.063,2765.2,78.293,120.39,0.23595,77.925,50.754,2695.4,24.125,49.818,3151.9,23.048,67.348,286.69,347.07,94.647,76.021,31.918,8.7178,27.859,6.921,17.108,1.7381,33.434,13.668,26.592,1.3033,16.194,2.3221,4.5089,2.0917,0.023082,0.69242,0.11811,53.908,43.428,64.242,56.393,21.719,58.17,25.494,27.852,40.319,46.113,61.296,40.669,18.11,1
0.43271,3619.1,4391.3,8.7734,27.14,41.895,2625.8,75.783,120.4,0.31576,81.721,51.085,2550.4,25.812,51.423,3039.5,22.572,66.679,224.37,321.18,95.563,76.906,31.457,9.3315,24.762,6.945,20.129,1.8209,31.519,14.326,21.771,1.4673,21.261,2.4797,5.1002,2.4498,0.023258,0.95957,0.11372,53.928,43.814,61.589,51.532,42.541,56.65,16.881,39.703,41.294,49.827,48.437,39.224,19.563,1
0.4447,3564.8,4283.5,9.1503,26.963,41.989,2628.5,73.137,120.44,0.3392,82.054,50.391,2552.4,24.974,50.606,3046.4,24.068,67.708,257.67,319.82,95.341,77.278,30.721,9.0645,24.596,6.8886,20.859,1.8688,31.134,14.292,21.927,1.4671,21.367,2.5818,5.1993,2.5303,0.026696,0.98274,0.10901,54.336,43.381,62.063,51.812,44.199,60.693,16.264,42.747,39.25,47.936,57.35,39.598,15.854,1
0.053702,3694.1,4465.3,9.773,26.793,42.533,2704.3,72.963,120.44,0.27425,79.64,50.677,2639.4,25.363,51.392,3075.4,24.119,69.168,332.55,363.41,93.795,77.581,34.938,8.5088,24.742,6.6748,18.026,1.7705,37.141,13.552,21.552,1.0748,17.469,2.5299,4.7158,2.3148,0.012848,0.75599,0.09415,54.338,44.019,64.106,52.959,5.2774,64.19,28.093,31.227,40.091,49.756,76.167,43.075,15.283,1
0.10692,3630,4439.2,9.558,26.746,41.83,2648.9,74.408,120.42,0.20356,81.947,47.807,2578.1,24.064,49.182,3042.9,23.389,62.032,111.09,341.63,94.701,77.854,33.32,9.0044,24.075,6.8721,19.469,1.9174,34.248,13.669,20.095,1.4046,19.68,2.6641,5.0126,2.3442,0.013204,0.9369,0.11264,53.658,43.015,62.343,52.757,10.673,59.872,21.413,24.669,31.645,44.642,20.832,40.903,16.688,1
0.10938,3649.2,4399.8,9.4569,26.736,41.756,2648.6,75.625,120.4,0.20487,81.865,51.01,2577.5,24.385,50.966,3042.9,22.177,62.131,112.31,340.92,94.889,77.55,33.32,9.0044,24.075,6.8721,19.469,1.9174,34.248,13.669,20.095,1.4046,19.68,2.6641,5.0126,2.3442,0.013204,0.9369,0.11264,53.658,43.015,62.013,53.229,10.432,60.322,21.312,24.51,41.072,48.769,21.058,40.568,19.578,1
0.10288,3666.9,4415.5,9.6233,27.096,42.251,2682.8,74.483,120.4,0.26249,80.94,48.749,2611.5,25.829,51.595,3081.7,22.866,63.016,162.47,339.52,94.616,77.659,32.655,9.0072,24.817,6.8688,18.936,1.9769,33.168,14.251,21.947,1.3335,19.579,2.6968,5.0083,2.3257,0.023316,0.93247,0.11907,54.714,44.106,62.672,52.574,10.1,63.246,21.346,31.259,34.418,50.226,30.694,41.396,18.027,1
0.033638,3662.1,4478.4,9.6467,26.79,42.853,2732.4,74.08,120.41,0.29335,79.87,49.567,2662.1,25.94,50.399,3128.3,22.202,64.047,200.49,344.98,94.506,77.288,32.422,9.0609,25.86,6.6398,17.995,1.9281,33.583,14.217,22.86,1.2403,17.906,2.598,4.8124,2.2794,-7.2638e-4,0.86639,0.12017,53.94,44.095,63.966,53.496,4.0028,64.372,23.173,34.174,36.824,47.458,40.026,41.162,19.657,1
0.23914,3690.8,4490.7,9.5111,26.526,42.688,2701.3,74.425,120.42,0.33562,80.341,50.486,2630.4,24.035,51.3,3095.4,21.891,66.78,252.4,344.2,94.471,77.433,32.748,9.0952,25.976,6.729,18.605,1.6887,33.213,13.759,23.147,1.0727,18.633,2.2372,5.0088,2.2929,0.014509,0.8049,0.091036,54.105,43.752,63.186,53.265,23.594,61.255,22.777,39.271,39.53,49.544,53.356,41.838,20.495,1
0.23359,3737.4,4439.1,9.5013,26.632,42.485,2710.7,75.371,120.44,0.3383,80.247,50.691,2640.1,25.97,48.313,3104.2,23.705,66.472,245.02,345.69,94.367,77.296,32.554,8.8021,26.296,6.9634,18.378,1.6525,33.227,13.657,23.649,1.4443,18.306,2.2699,4.8721,2.2509,0.036116,0.79879,0.090054,54.006,42.939,63.476,53.397,23.089,62.438,23.001,40.573,40.134,42.629,51.006,42.483,16.172,1
0.26215,3671.9,4527,9.4526,26.882,42.68,2715.3,74.606,120.39,0.32346,80.206,50.015,2645.6,24.57,47.162,3109.2,23.231,66.117,236.76,345.44,94.288,77.755,33.006,8.8708,26.566,6.7775,18.354,1.6495,33.809,13.729,23.979,1.2017,18.108,2.2121,4.8518,2.2183,0.028273,0.79947,0.10905,53.751,43.738,63.269,54.102,25.173,61.383,23.278,38.297,38.144,39.967,49.687,41.361,17.254,1
0.26071,3700.9,4497.4,9.4165,27.058,42.665,2716.6,75.177,120.42,0.32614,80.06,50.175,2646.1,24.622,51.379,3110.8,22.879,66.12,238.13,345.42,94.382,77.413,33.006,8.8708,26.566,6.7775,18.354,1.6495,33.809,13.729,23.979,1.2017,18.108,2.2121,4.8518,2.2183,0.028273,0.79947,0.10905,53.751,43.738,62.771,54.456,25.314,63.417,23.239,37.97,38.616,49.724,49.155,41.604,18.111,1
